TF	Ligand(Target)	Receptor	Source
11121	TP63	BMP7	BMPR1B	CellTalk
11122	TP63	BMP7	ACVR2A	CellTalk
11123	TP63	BMP7	ACVR1	CellTalk
11124	TP63	BMP7	ACVR2B	CellTalk
11125	TP63	BMP7	BMPR1A	CellTalk
11126	TP63	BMP7	ENG	CellTalk
11127	TP63	BMP7	BMPR2	CellTalk
11128	TP63	IL20RA	IL20RB	CellChat
11129	TP63	IL20RA	IL20RB	CellChat
11130	TP63	IL20RA	IL10RB	CellChat
11131	TP63	WNT4	FZD8	CellTalk
11132	TP63	WNT4	FZD2	CellTalk
11133	TP63	WNT4	FZD6	CellTalk
11134	TP63	WNT4	SMO	CellTalk
11135	TP63	WNT4	NOTCH1	CellTalk
11136	TP63	WNT4	FZD1	CellTalk
11137	TP63	PTHLH	ADCYAP1R1	CellTalk
11138	TP63	PTHLH	GPR84	CellTalk
11139	TP63	PTHLH	RAMP3	CellTalk
11140	TP63	PTHLH	RAMP2	CellTalk
11141	TP63	PTHLH	PTH2R	CellTalk
11142	TP63	PTHLH	ADRB2	CellTalk
11143	TP63	PTHLH	PTH1R	CellTalk
11144	TP63	PTHLH	VIPR1	CellTalk
11145	TP63	PTHLH	ADRB3	CellTalk
11146	TP63	PTHLH	GPR20	CellTalk
11147	TP63	PTHLH	TSHR	CellTalk
11148	TP63	ADAMTS3	CCBE1	CellTalk
11149	TP63	WNT7B	FZD4	CellTalk
11150	TP63	WNT7B	TMED5	CellTalk
11151	TP63	WNT7B	FZD10	CellTalk
11152	TP63	WNT7B	FZD1	CellTalk
11153	TP63	WNT7B	LRP5	CellTalk
11154	TP63	FST	HJV	CellTalk
11155	TP63	FST	BMPR2	CellTalk
11156	TP63	FST	BMPR1B	CellTalk
11157	TP63	FBN1	ITGB3	CellTalk
11158	TP63	FBN1	ITGB1	CellTalk
11159	TP63	FBN1	ITGAV	CellTalk
11160	TP63	FBN1	ITGB6	CellTalk
11161	TP63	FBN1	ITGA5	CellTalk
11162	TP63	GRP	GRPR	CellTalk
11163	TP63	GRP	BRS3	CellTalk
11164	TP63	GRP	NMBR	CellTalk
11165	TP63	NPTX1	NPTXR	CellTalk
11166	TP63	FGF9	FGFR2	CellTalk
11167	TP63	FGF9	FGFR1	CellTalk
11168	TP63	FGF9	FGFR4	CellTalk
11169	TP63	FGF9	FGFR3	CellTalk
11170	TP63	SLIT2	GPC1	CellTalk
11171	TP63	SLIT2	ROBO4	CellTalk
11172	TP63	SLIT2	SDC1	CellTalk
11173	TP63	SLIT2	DCC	CellTalk
11174	TP63	SLIT2	ROBO2	CellTalk
11175	TP63	SLIT2	ROBO1	CellTalk
11176	TP63	BMP6	HJV	CellTalk
11177	TP63	BMP6	BMPR2	CellTalk
11178	TP63	BMP6	BMPR1A	CellTalk
11179	TP63	BMP6	BMPR1B	CellTalk
11180	TP63	BMP6	ACVR2A	CellTalk
11181	TP63	BMP6	ACVR1	CellTalk
11182	TP63	GDNF	GFRA2	CellTalk
11183	TP63	GDNF	GFRA3	CellTalk
11184	TP63	GDNF	GFRA1	CellTalk
11185	TP63	GDNF	RET	CellTalk
11186	TP63	GDNF	EDNRB	CellTalk
11187	TP63	SHH	SCUBE2	CellTalk
11188	TP63	SHH	BOC	CellTalk
11189	TP63	SHH	GPC5	CellTalk
11190	TP63	SHH	CDON	CellTalk
11191	TP63	SHH	GAS1	CellTalk
11192	TP63	SHH	PTCH1	CellTalk
11193	TP63	SHH	PTCH2	CellTalk
11194	TP63	SHH	SMO	CellTalk
11195	TP63	SHH	LRP2	CellTalk
11196	TP63	SHH	GPC1	CellTalk
11197	TP63	SHH	HHIP	CellTalk
11198	TP63	WNT16	FZD6	CellTalk
11199	TP63	NRP2	PLXNA1	CellChat
11200	TP63	NRP2	PLXNA2	CellChat
11201	TP63	NRP2	PLXNA3	CellChat
11202	TP63	NRP2	PLXNA4	CellChat
11203	TP63	BDNF	NGFR	CellTalk
11204	TP63	BDNF	DRD4	CellTalk
11205	TP63	BDNF	SORT1	CellTalk
11206	TP63	BDNF	NTRK2	CellTalk
11207	TP63	BDNF	BEX3	CellTalk
11208	TP63	BMP4	LRP6	CellTalk
11209	TP63	BMP4	BMPR2	CellTalk
11210	TP63	BMP4	BMPR1A	CellTalk
11211	TP63	BMP4	HJV	CellTalk
11212	TP63	BMP4	BMPR1B	CellTalk
11213	TP63	SFRP2	FZD5	CellTalk
11214	TP63	NRP1	NRP2	CellChat
11215	TP63	NRP1	PLXNA1	CellChat
11216	TP63	NRP1	PLXNA2	CellChat
11217	TP63	NRP1	PLXNA3	CellChat
11218	TP63	NRP1	PLXNA4	CellChat
11219	TP63	WNT7A	LDLR	CellTalk
11220	TP63	WNT7A	RECK	CellTalk
11221	TP63	WNT7A	FZD9	CellTalk
11222	TP63	WNT7A	FZD5	CellTalk
11223	TP63	WNT7A	FZD10	CellTalk
11224	TP63	WNT7A	LRP6	CellTalk
11225	TP63	SFRP1	FZD2	CellTalk
11226	TP63	SFRP1	FZD6	CellTalk
11227	TP63	COL4A1	ITGB1	CellTalk
11228	TP63	COL4A1	ITGB8	CellTalk
11229	TP63	COL4A1	CD93	CellTalk
11230	TP63	COL4A1	ITGAV	CellTalk
11231	TP63	COL4A1	ITGA1	CellTalk
11232	TP63	COL4A1	ITGA2	CellTalk
11233	TP63	COL4A1	CD47	CellTalk
11234	TP63	COL4A2	ITGB3	CellTalk
11235	TP63	COL4A2	CD93	CellTalk
11236	TP63	COL4A2	ITGB5	CellTalk
11237	TP63	WNT3A	LRP5	CellTalk
11238	TP63	WNT3A	FZD5	CellTalk
11239	TP63	WNT3A	ROR1	CellTalk
11240	TP63	WNT3A	ATP6AP2	CellTalk
11241	TP63	WNT3A	APCDD1	CellTalk
11242	TP63	WNT3A	RYK	CellTalk
11243	TP63	WNT3A	FZD1	CellTalk
11244	TP63	WNT3A	FZD7	CellTalk
11245	TP63	WNT3A	FZD3	CellTalk
11246	TP63	WNT3A	FZD8	CellTalk
11247	TP63	WNT3A	FZD2	CellTalk
11248	TP63	WNT3A	FZD6	CellTalk
11249	TP63	WNT3A	LRP1	CellTalk
11250	TP63	WNT3A	LRP6	CellTalk
11251	TP63	WNT3A	LGR5	CellTalk
11252	TP63	COMP	ITGB1	CellTalk
11253	TP63	COMP	ITGB3	CellTalk
11254	TP63	COMP	CD36	CellTalk
11255	TP63	NPNT	ITGA8	CellTalk
11256	TP63	NPNT	ITGB1	CellTalk
11257	TP63	NPNT	FRAS1	CellChat
11258	TP63	NPNT	FRAS1	CellChat
11259	TP63	SEMA3F	PLXNA3	CellTalk
11260	TP63	SEMA3F	PLXNA1	CellTalk
11261	TP63	SEMA3F	NRP1	CellTalk
11262	TP63	SEMA3F	NRP2	CellTalk
11263	TP63	WNT6	FZD4	CellTalk
11264	TP63	OLFM2	ROBO2	CellTalk
11265	TP63	BMP1	BMPR2	CellTalk
11266	TP63	BMP1	BMPR1A	CellTalk
11267	TP63	BMP1	BMPR1B	CellTalk
11268	TP63	APLN	APLNR	CellTalk
11269	TP63	APLN	ADRA2A	CellTalk
11270	TP63	APLN	MTNR1A	CellTalk
11271	TP63	APLN	GRM7	CellTalk
11272	TP63	EFNB2	EPHB6	CellTalk
11273	TP63	EFNB2	PECAM1	CellTalk
11274	TP63	EFNB2	EPHB4	CellTalk
11275	TP63	EFNB2	RHBDL2	CellTalk
11276	TP63	EFNB2	EPHA3	CellTalk
11277	TP63	EFNB2	EPHB1	CellTalk
11278	TP63	EFNB2	EPHB3	CellTalk
11279	TP63	EFNB2	GRM5	CellTalk
11280	TP63	EFNB2	EPHB2	CellTalk
11281	TP63	EFNB2	EPHA4	CellTalk
11282	TP63	EFNB2	EPHA6	CellTalk
11283	TP63	EFNB2	GRM1	CellTalk
11284	TP63	SEMA6D	TREM2	CellTalk
11285	TP63	SEMA6D	PLXNA1	CellTalk
11286	TP63	SEMA6D	TYROBP	CellTalk
11287	TP63	SEMA6D	KDR	CellTalk
11288	TP63	LAMA5	SDC1	CellTalk
11289	TP63	LAMA5	ITGA6	CellTalk
11290	TP63	LAMA5	BCAM	CellTalk
11291	TP63	LAMA5	ITGB1	CellTalk
11292	TP63	LAMA5	ITGA2	CellTalk
11293	TP63	LAMA5	ITGA3	CellTalk
11294	TP63	LAMA5	ITGB4	CellTalk
11295	TP63	TNFSF9	TNFRSF9	CellTalk
11296	TP63	TNFSF9	PVR	CellTalk
11297	TP63	TNFSF9	TRAF2	CellTalk
11298	TP63	SEMA3A	PLXNA4	CellTalk
11299	TP63	SEMA3A	PLXNA3	CellTalk
11300	TP63	SEMA3A	PLXNA1	CellTalk
11301	TP63	SEMA3A	NRP1	CellTalk
11302	TP63	SEMA3A	PLXNA2	CellTalk
11303	TP63	SEMA3A	NRP2	CellTalk
11304	TP63	KITLG	KIT	CellTalk
11305	TP63	KITLG	EPOR	CellTalk
11306	TP63	DKK1	LRP6	CellTalk
11307	TP63	DKK1	LRP5	CellTalk
11308	TP63	DKK1	KREMEN2	CellTalk
11309	TP63	DKK1	KREMEN1	CellTalk
11310	TP63	TNFSF11	TNFRSF11A	CellTalk
11311	TP63	TNFSF11	TNFRSF11B	CellTalk
11312	TP63	TNFSF11	LGR4	CellTalk
11313	TP63	RIMS1	SLC17A7	CellTalk
11314	TP63	RIMS1	CACNA1C	CellTalk
11315	TP63	RIMS1	SLC18A2	CellTalk
11316	TP63	RIMS1	SLC18A3	CellTalk
11317	TP63	EDN2	EDNRB	CellTalk
11318	TP63	EDN2	EDNRA	CellTalk
11319	TP63	EDN2	KEL	CellTalk
11320	TP63	CD70	TNFRSF13B	CellTalk
11321	TP63	CD70	CD27	CellTalk
11322	TP63	CD70	TNFRSF17	CellTalk
11323	TP63	OXT	AVPR2	CellTalk
11324	TP63	OXT	AVPR1B	CellTalk
11325	TP63	OXT	AVPR1A	CellTalk
11326	TP63	OXT	OXTR	CellTalk
11327	TP63	MMP12	PLAUR	CellTalk
11328	TP63	INHBA	ACVR1	CellTalk
11329	TP63	INHBA	ACVR2B	CellTalk
11330	TP63	INHBA	ENG	CellTalk
11331	TP63	INHBA	SMAD3	CellTalk
11332	TP63	INHBA	BAMBI	CellTalk
11333	TP63	INHBA	ACVR1B	CellTalk
11334	TP63	INHBA	TGFBR3	CellTalk
11335	TP63	INHBA	ACVR2A	CellTalk
11336	TP63	INHBA	INHBB	CellChat
11337	TP63	OSMR	IL6ST	CellChat
11338	TP63	WNT2	FZD1	CellTalk
11339	TP63	WNT2	FZD4	CellTalk
11340	TP63	WNT2	FZD9	CellTalk
11341	TP63	WNT2	FZD7	CellTalk
11342	TP63	WNT2	FZD3	CellTalk
11343	TP63	WNT2	FZD8	CellTalk
11344	TP63	WNT2	FZD5	CellTalk
11345	TP63	WNT2	FZD2	CellTalk
11346	TP63	WNT2	LRP6	CellTalk
11347	TP63	IL6R	IL6ST	CellChat
11348	TP63	LAMA4	ITGA6	CellTalk
11349	TP63	LAMA4	ITGAV	CellTalk
11350	TP63	LAMA4	ITGB1	CellTalk
11351	TP63	LAMA4	ITGA3	CellTalk
11352	TP63	SCGB3A1	MARCO	CellTalk
11353	TP63	SCGB3A1	NOTCH3	CellTalk
11354	TP63	PROS1	TYRO3	CellTalk
11355	TP63	PROS1	MERTK	CellTalk
11356	TP63	PROS1	AXL	CellTalk
11357	TP63	GIP	ADCYAP1R1	CellTalk
11358	TP63	GIP	GIPR	CellTalk
11359	TP63	GIP	DPP4	CellTalk
11360	TP63	GIP	TSHR	CellTalk
11361	TP63	GIP	GPR20	CellTalk
11362	TP63	GIP	GPR84	CellTalk
11363	TP63	GIP	RAMP3	CellTalk
11364	TP63	GIP	RAMP2	CellTalk
11365	TP63	GIP	INSR	CellTalk
11366	TP63	GIP	ADRB2	CellTalk
11367	TP63	GIP	PTH1R	CellTalk
11368	TP63	GIP	VIPR1	CellTalk
11369	TP63	GIP	ADRB3	CellTalk
11370	TP63	GSTP1	TRAF2	CellTalk
11371	TP63	GSTP1	EGFR	CellTalk
11372	TP63	CGA	ADCYAP1R1	CellTalk
11373	TP63	CGA	RAMP3	CellTalk
11374	TP63	CGA	RAMP2	CellTalk
11375	TP63	CGA	LHCGR	CellTalk
11376	TP63	CGA	ADRB2	CellTalk
11377	TP63	CGA	PTH1R	CellTalk
11378	TP63	CGA	VIPR1	CellTalk
11379	TP63	CGA	ADRB3	CellTalk
11380	TP63	CGA	GPR20	CellTalk
11381	TP63	CGA	FSHR	CellTalk
11382	TP63	CGA	TSHR	CellTalk
11383	TP63	CGA	GPR84	CellTalk
11384	TP63	TRH	TRHR	CellTalk
11385	TP63	THBS2	ITGA4	CellTalk
11386	TP63	THBS2	ITGB1	CellTalk
11387	TP63	THBS2	ITGB3	CellTalk
11388	TP63	THBS2	NOTCH4	CellTalk
11389	TP63	THBS2	ITGA6	CellTalk
11390	TP63	THBS2	CD36	CellTalk
11391	TP63	THBS2	NOTCH3	CellTalk
11392	TP63	THBS2	CD47	CellTalk
11393	TP63	NXPH3	NRXN1	CellTalk
11394	TP63	NXPH3	NRXN3	CellTalk
11395	TP63	NXPH3	NRXN2	CellTalk
11396	TP63	FAM3C	GLRA2	CellTalk
11397	TP63	FAM3C	LAMP1	CellTalk
11398	TP63	LRPAP1	LDLR	CellTalk
11399	TP63	LRPAP1	LRP1	CellTalk
11400	TP63	LRPAP1	SORT1	CellTalk
11401	TP63	LRPAP1	SORL1	CellTalk
11402	TP63	LRPAP1	LRP2	CellTalk
11403	TP63	LRPAP1	LRP8	CellTalk
11404	TP63	LRPAP1	VLDLR	CellTalk
11405	TP63	FGF17	FGFR2	CellTalk
11406	TP63	FGF17	FGFR1	CellTalk
11407	TP63	FGF17	FGFR4	CellTalk
11408	TP63	FGF17	FGFR3	CellTalk
11409	TP63	EDN1	EDNRA	CellTalk
11410	TP63	EDN1	KEL	CellTalk
11411	TP63	EDN1	ADGRL4	CellTalk
11412	TP63	EDN1	EDNRB	CellTalk
11413	TP63	NID2	COL13A1	CellTalk
11414	TP63	FGF1	TGFBR3	CellTalk
11415	TP63	FGF1	NRP1	CellTalk
11416	TP63	FGF1	EGFR	CellTalk
11417	TP63	FGF1	FGFR4	CellTalk
11418	TP63	FGF1	FGFR3	CellTalk
11419	TP63	FGF1	FGFRL1	CellTalk
11420	TP63	FGF1	FGFR1	CellTalk
11421	TP63	FGF1	CD44	CellTalk
11422	TP63	FGF1	FGFR2	CellTalk
11423	TP63	ANXA1	FPR2	CellTalk
11424	TP63	ANXA1	FPR1	CellTalk
11425	TP63	ANXA1	DYSF	CellTalk
11426	TP63	ANXA1	EGFR	CellTalk
11427	TP63	ANXA1	ADRA2A	CellTalk
11428	TP63	ANXA1	MTNR1A	CellTalk
11429	TP63	ANXA1	FPR3	CellTalk
11430	TP63	ANXA1	GRM7	CellTalk
11431	TP63	ITGB3BP	ITGB3	CellTalk
11432	TP63	ITGB3BP	ITGB5	CellTalk
11433	TP63	SEMA4B	DCBLD2	CellTalk
11434	TP63	SEMA4G	PLXNB2	CellTalk
11435	TP63	MFGE8	ITGB3	CellTalk
11436	TP63	MFGE8	ITGAV	CellTalk
11437	TP63	MFGE8	PDGFRB	CellTalk
11438	TP63	COL16A1	ITGB1	CellTalk
11439	TP63	DEFB1	CCR6	CellTalk
11440	TP63	GUCA2B	GUCY2D	CellTalk
11441	TP63	GUCA2B	GUCY2C	CellTalk
11442	TP63	DSCAM	DCC	CellTalk
11443	TP63	DSC1	DSG2	CellTalk
11444	TP63	DSC1	DSG3	CellTalk
11445	TP63	DSC1	DSG1	CellTalk
11446	TP63	MFAP5	NOTCH1	CellTalk
11447	TP63	HLA-E	KLRC2	CellTalk
11448	TP63	HLA-E	KLRD1	CellTalk
11449	TP63	HLA-E	KIR3DL1	CellTalk
11450	TP63	HLA-E	KLRC1	CellTalk
11451	TP63	HLA-E	KLRK1	CellTalk
11452	TP63	REN	ATP6AP2	CellTalk
11453	TP63	SERPING1	SELE	CellTalk
11454	TP63	SERPING1	SELP	CellTalk
11455	TP63	AANAT	MTNR1B	CellTalk
11456	TP63	AANAT	MTNR1A	CellTalk
11457	TP63	GUCA2A	GUCY2C	CellTalk
11458	TP63	ACVR1B	ACVR2A	CellChat
11459	TP63	ACVR1B	ACVR2A	CellChat
11460	TP63	ACVR1B	ACVR2B	CellChat
11461	TP63	ACVR1B	ACVR2B	CellChat
11462	TP63	ACVR1B	BMPR2	CellChat
11463	TP63	ACVR1B	TGFBR2	CellChat
11464	TP63	NTN3	NEO1	CellTalk
11465	TP63	NTN3	CDON	CellTalk
11466	TP63	IL11RA	IL6ST	CellChat
11467	TP63	COL5A1	ITGB1	CellTalk
11468	TP63	COL5A1	ITGA1	CellTalk
11469	TP63	COL5A1	SDC3	CellTalk
11470	TP63	SEMA3B	NRP1	CellTalk
11471	TP63	SEMA3B	NRP2	CellTalk
11472	TP63	COL9A2	ITGB1	CellTalk
11473	TP63	COL9A2	MAG	CellTalk
11474	TP63	LIF	LIFR	CellTalk
11475	TP63	LIF	IL6ST	CellTalk
11476	TP63	PTMA	VIPR1	CellTalk
11477	TP63	HSPA4	TLR4	CellTalk
11478	TP63	P4HB	MTTP	CellTalk
11479	TP63	FN1	ITGA4	CellTalk
11480	TP63	FN1	ITGB3	CellTalk
11481	TP63	FN1	C5AR1	CellTalk
11482	TP63	FN1	ITGA6	CellTalk
11483	TP63	FN1	ITGA8	CellTalk
11484	TP63	FN1	DPP4	CellTalk
11485	TP63	FN1	CD44	CellTalk
11486	TP63	FN1	ITGB1	CellTalk
11487	TP63	FN1	TMPRSS6	CellTalk
11488	TP63	FN1	COL13A1	CellTalk
11489	TP63	FN1	TSHR	CellTalk
11490	TP63	FN1	MAG	CellTalk
11491	TP63	FN1	ITGA3	CellTalk
11492	TP63	FN1	CD79A	CellTalk
11493	TP63	FN1	ITGB8	CellTalk
11494	TP63	FN1	NT5E	CellTalk
11495	TP63	FN1	ITGAV	CellTalk
11496	TP63	FN1	FLT4	CellTalk
11497	TP63	FN1	ITGA2B	CellTalk
11498	TP63	FN1	ITGA9	CellTalk
11499	TP63	FN1	ITGB7	CellTalk
11500	TP63	FN1	ITGB6	CellTalk
11501	TP63	FN1	ITGA5	CellTalk
11502	TP63	FN1	IL17RC	CellTalk
11503	TP63	FN1	ITGA2	CellTalk
11504	TP63	FN1	TNFRSF11B	CellTalk
11505	TP63	FN1	ROBO4	CellTalk
11506	TP63	FN1	SDC2	CellTalk
11507	TP63	FN1	PLAUR	CellTalk
11508	TP63	ITGB1	ITGA1	CellChat
11509	TP63	PTCH1	SMO	CellChat
11510	TP63	FYN	SPN	CellTalk
11511	TP63	FYN	THY1	CellTalk
11512	TP63	RTN4	TNFRSF19	CellTalk
11513	TP63	RTN4	GJB2	CellTalk
11514	TP63	RTN4	LINGO1	CellTalk
11515	TP63	RTN4	RTN4R	CellTalk
11516	TP63	RTN4	NGFR	CellTalk
11517	TP63	RTN4	CNTNAP1	CellTalk
11518	TP63	RTN4	RTN4RL1	CellTalk
11519	TP63	CALM1	KCNQ3	CellTalk
11520	TP63	CALM1	GRM3	CellTalk
11521	TP63	CALM1	CALCR	CellTalk
11522	TP63	CALM1	GRM4	CellTalk
11523	TP63	CALM1	CRHR1	CellTalk
11524	TP63	CALM1	GRM7	CellTalk
11525	TP63	CALM1	MYLK	CellTalk
11526	TP63	CALM1	PDE1A	CellTalk
11527	TP63	CALM1	HMMR	CellTalk
11528	TP63	CALM1	ADCYAP1R1	CellTalk
11529	TP63	CALM1	OPRM1	CellTalk
11530	TP63	CALM1	RYR2	CellTalk
11531	TP63	CALM1	GLP1R	CellTalk
11532	TP63	CALM1	PDE1C	CellTalk
11533	TP63	CALM1	TRPC3	CellTalk
11534	TP63	CALM1	SCN10A	CellTalk
11535	TP63	CALM1	AQP6	CellTalk
11536	TP63	CALM1	PTPRA	CellTalk
11537	TP63	CALM1	MYLK2	CellTalk
11538	TP63	CALM1	SCN4A	CellTalk
11539	TP63	CALM1	SCTR	CellTalk
11540	TP63	CALM1	KCNQ1	CellTalk
11541	TP63	CALM1	SELL	CellTalk
11542	TP63	CALM1	PDE1B	CellTalk
11543	TP63	CALM1	MIP	CellTalk
11544	TP63	CALM1	GLP2R	CellTalk
11545	TP63	CALM1	TRPC5	CellTalk
11546	TP63	CALM1	KCNN4	CellTalk
11547	TP63	CALM1	CACNA1C	CellTalk
11548	TP63	CALM1	PTH2R	CellTalk
11549	TP63	CALM1	EGFR	CellTalk
11550	TP63	CALM1	HTR2C	CellTalk
11551	TP63	CALM1	ADCY8	CellTalk
11552	TP63	CALM1	INSR	CellTalk
11553	TP63	CALM1	GRM5	CellTalk
11554	TP63	CALM1	GP6	CellTalk
11555	TP63	CALM1	AQP1	CellTalk
11556	TP63	CALM1	VIPR1	CellTalk
11557	TP63	CALM1	CNGA2	CellTalk
11558	TP63	CALM1	KCNQ5	CellTalk
11559	TP63	CALM1	FAS	CellTalk
11560	TP63	IFNGR1	IFNGR2	CellChat
11561	TP63	GNAI2	LPAR3	CellTalk
11562	TP63	GNAI2	S1PR5	CellTalk
11563	TP63	GNAI2	EDNRA	CellTalk
11564	TP63	GNAI2	ADORA1	CellTalk
11565	TP63	GNAI2	C5AR1	CellTalk
11566	TP63	GNAI2	ADRA2B	CellTalk
11567	TP63	GNAI2	F2R	CellTalk
11568	TP63	GNAI2	FPR1	CellTalk
11569	TP63	GNAI2	S1PR3	CellTalk
11570	TP63	GNAI2	OPRM1	CellTalk
11571	TP63	GNAI2	UNC5B	CellTalk
11572	TP63	GNAI2	CAV1	CellTalk
11573	TP63	GNAI2	PTPRU	CellTalk
11574	TP63	GNAI2	TBXA2R	CellTalk
11575	TP63	GNAI2	CXCR3	CellTalk
11576	TP63	GNAI2	EDNRB	CellTalk
11577	TP63	GNAI2	CXCR2	CellTalk
11578	TP63	GNAI2	DRD2	CellTalk
11579	TP63	GNAI2	ADCY7	CellTalk
11580	TP63	GNAI2	TSHR	CellTalk
11581	TP63	GNAI2	AGTR2	CellTalk
11582	TP63	GNAI2	CNR1	CellTalk
11583	TP63	GNAI2	OPRD1	CellTalk
11584	TP63	GNAI2	S1PR4	CellTalk
11585	TP63	GNAI2	MTNR1B	CellTalk
11586	TP63	GNAI2	IGF1R	CellTalk
11587	TP63	GNAI2	EGFR	CellTalk
11588	TP63	GNAI2	ADRA2A	CellTalk
11589	TP63	GNAI2	ADCY8	CellTalk
11590	TP63	GNAI2	CCR5	CellTalk
11591	TP63	GNAI2	ADCY9	CellTalk
11592	TP63	GNAI2	LHCGR	CellTalk
11593	TP63	GNAI2	CXCR1	CellTalk
11594	TP63	GNAI2	ADCY1	CellTalk
11595	TP63	GNAI2	MTNR1A	CellTalk
11596	TP63	GNAI2	S1PR1	CellTalk
11597	TP63	GNAI2	CHRM1	CellTalk
11598	TP63	GNAI2	P2RY12	CellTalk
11599	TP63	VIM	CD44	CellTalk
11600	TP63	PKM	CD44	CellTalk
11601	TP63	ARTN	GFRA2	CellTalk
11602	TP63	ARTN	GFRA3	CellTalk
11603	TP63	ARTN	GFRA1	CellTalk
11604	TP63	ARTN	RET	CellTalk
11605	TP63	VCL	ITGB5	CellTalk
11606	TP63	VCL	ALK	CellTalk
11607	TP63	GRN	TNFRSF1A	CellTalk
11608	TP63	GRN	EGFR	CellTalk
11609	TP63	GRN	SORT1	CellTalk
11610	TP63	GRN	TNFRSF1B	CellTalk
11611	TP63	GRN	CLEC4M	CellTalk
11612	TP63	MATN1	ITGA1	CellTalk
11613	TP63	ITGA3	ITGB1	CellChat
11614	TP63	VASP	CXCR2	CellTalk
11615	TP63	FARP2	PLXNA3	CellTalk
11616	TP63	FARP2	PLXNA1	CellTalk
11617	TP63	FARP2	PLXNA2	CellTalk
11618	TP63	FARP2	PLXNA4	CellTalk
11619	TP63	MIF	CXCR4	CellTalk
11620	TP63	MIF	CD44	CellTalk
11621	TP63	MIF	EGFR	CellTalk
11622	TP63	MIF	CXCR2	CellTalk
11623	TP63	MIF	CD74	CellTalk
11624	TP63	TGS1	RXRA	CellTalk
11625	TP63	TNFSF4	TNFRSF4	CellTalk
11626	TP63	TNFSF4	TRAF2	CellTalk
11627	TP63	ARPC5	ADRB2	CellTalk
11628	TP63	ARPC5	LDLR	CellTalk
11629	TP63	ARPC5	LRP2	CellTalk
11630	TP63	HBEGF	CD44	CellTalk
11631	TP63	HBEGF	EGFR	CellTalk
11632	TP63	HBEGF	CD9	CellTalk
11633	TP63	HBEGF	PRLR	CellTalk
11634	TP63	HBEGF	ERBB2	CellTalk
11635	TP63	HBEGF	ERBB4	CellTalk
11636	TP63	HBEGF	CD82	CellTalk
11637	TP63	LYPD3	AGR2	CellTalk
11638	TP63	ITGA5	ITGB1	CellChat
11639	TP63	CLCF1	CNTFR	CellTalk
11640	TP63	CLCF1	CRLF1	CellTalk
11641	TP63	CLCF1	IL6ST	CellTalk
11642	TP63	CLCF1	LIFR	CellTalk
11643	TP63	OSM	LIFR	CellTalk
11644	TP63	OSM	IL6ST	CellTalk
11645	TP63	OSM	OSMR	CellTalk
11646	TP63	FABP5	RXRA	CellTalk
11647	TP63	SEMA4C	PLXNB2	CellTalk
11648	TP63	CKLF	CCR4	CellTalk
11649	TP63	CKLF	LRP6	CellTalk
11650	TP63	PSAP	LRP1	CellTalk
11651	TP63	PSAP	SORT1	CellTalk
11652	TP63	PSAP	GPR37	CellTalk
11653	TP63	PSAP	GPR37L1	CellTalk
11654	TP63	PSAP	CD1B	CellTalk
11655	TP63	PSAP	AR	CellTalk
11656	TP63	GP1BA	GP1BB	CellChat
11657	TP63	ICAM2	ITGAM	CellTalk
11658	TP63	ICAM2	ITGAL	CellTalk
11659	TP63	ICAM2	ITGB2	CellTalk
11660	TP63	ITGAL	ITGB2	CellChat
11661	TP63	TGFB1	ENG	CellTalk
11662	TP63	TGFB1	EGFR	CellTalk
11663	TP63	TGFB1	SMAD3	CellTalk
11664	TP63	TGFB1	TGFBR2	CellTalk
11665	TP63	TGFB1	ITGB3	CellTalk
11666	TP63	TGFB1	TGFBR1	CellTalk
11667	TP63	TGFB1	ACVRL1	CellTalk
11668	TP63	TGFB1	ITGB6	CellTalk
11669	TP63	TGFB1	ITGAV	CellTalk
11670	TP63	TGFB1	ITGB1	CellTalk
11671	TP63	TGFB1	CAV1	CellTalk
11672	TP63	TGFB1	SDC2	CellTalk
11673	TP63	TGFB1	ITGB8	CellTalk
11674	TP63	TGFB1	CXCR4	CellTalk
11675	TP63	TGFB1	ITGB5	CellTalk
11676	TP63	TGFB1	TGFBR3	CellTalk
11677	TP63	SEMA4F	NRP2	CellTalk
11678	TP63	AGRN	ITGB1	CellTalk
11679	TP63	AGRN	ATP1A3	CellTalk
11680	TP63	AGRN	LRP1	CellTalk
11681	TP63	AGRN	LRP2	CellTalk
11682	TP63	AGRN	MUSK	CellTalk
11683	TP63	AGRN	LRP4	CellTalk
11684	TP63	PDCD1LG2	PDCD2	CellTalk
11685	TP63	PDCD1LG2	PDCD1	CellTalk
11686	TP63	SOST	LRP6	CellTalk
11687	TP63	SOST	LRP5	CellTalk
11688	TP63	CXCL2	ADRA2A	CellTalk
11689	TP63	CXCL2	CXCR1	CellTalk
11690	TP63	CXCL2	MTNR1A	CellTalk
11691	TP63	CXCL2	XCR1	CellTalk
11692	TP63	CXCL2	CXCR2	CellTalk
11693	TP63	CXCL2	GRM7	CellTalk
11694	TP63	CXCL2	DPP4	CellTalk
11695	TP63	FBLN1	ITGB1	CellTalk
11696	TP63	IZUMO1	CD9	CellTalk
11697	TP63	IZUMO1	IZUMO1R	CellTalk
11698	TP63	ITGAE	ITGB7	CellChat
11699	TP63	SEMA3G	NRP2	CellTalk
11700	TP63	ADM2	ADCYAP1R1	CellTalk
